Date,Time,Request ID,Property Name,Floor,Space,Request Type,Sub Type,Status,Priority,Crew,Date Closed,Original Message,Originated From,Asset#,Complete By,Labor Hours,Billing Type,Initial Work Complete Date,Initial Work Complete Comment
8/28/2023,10:14 AM PDT,384850,Cheko'nien House,1,130,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,09-11-2023 14:36,"A tech from plumping came in and fixed the hose that was leaking in our dish room area (request ID# 384567) Although he did stop the leak, we require a swivel clamp on the hose allowing the spray nozzle to turn 360 degrees rather than stay in the same position. Not allowing the spray nozzle to swivel around  may cause kinks in the hose in the future. Maybe warranty issue     ",Self-Service,,10-09-2023 10:14,0,SELF_FUNDED,09-11-2023 14:36,Updated
8/28/2023,1:09 PM PDT,384883,Cheko'nien House,1,135,Repair,Electrical,Closed,3- Routine,Mechanical - Buildings,8/28/2023 3:27 PM,HI   Our pump for our deep fryers is not syphoning the oil out of the fryers well (very slowly) the revers works well and is quite quick.   Please have someone look at it.  Tony,Self-Service,,10-09-2023 13:09,0,SELF_FUNDED,8/28/2023 3:27:00 PM,Please contact Key Foods for service.
8/29/2023,9:59 AM PDT,384953,Cheko'nien House,1,135C,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,8/30/2023 3:12 PM,Light in freezer # 2 is not working.  Not sure if tube needs replacing or...............,Self-Service,,10-10-2023 09:59,1,SELF_FUNDED,8/30/2023 3:12:00 PM,Updated
8/31/2023,1:21 PM PDT,385196,Jamie Cassels Centre,1,B115C,Repair,Electrical,Closed,3- Routine,Electrical,8/31/2023 2:42 PM,Power is not on at Booster Juice-Mystic Market. there is a block of outlets with the label FSB7 that isn't working.  please look ASAP as we are trianing staff as we prepare to reopen.,Self-Service,,10-12-2023 13:21,0.5,SELF_FUNDED,8/31/2023 2:42:00 PM,Updated
8/31/2023,1:30 PM PDT,385198,Cheko'nien House,1,130,Repair,Equipment,Closed,3- Routine,Mechanical - Refrigeration,9/19/2023 9:37 AM,Hi   This is a possible warranty issue.  The pump for the chemicals that is needed to clean and lube the conveyor system is not pumping out any of the chemicals.  Tony ,Self-Service,,10-12-2023 13:30,0.5,SELF_FUNDED,9/19/2023 9:37:00 AM,Updated
8/31/2023,1:37 PM PDT,385200,Cheko'nien House, General, General,Repair,Electrical,Closed,3- Routine,Electrical,10-06-2023 11:46,"Hi   This is a possible warranty issue.  Loading Bay 2 the hydraulic lift doesn't raise properly, shutting off and on this could be the electrical wire for the control box.  Tony  ",Self-Service,,10-12-2023 13:37,0,SELF_FUNDED,10-06-2023 11:46,Updated
8/31/2023,3:25 PM PDT,385221,Mearns Centre / McPherson Library,1,110B,Repair,Electrical,Closed,3- Routine,Electrical,09-06-2023 13:49,Biblio Cafe - upgrade electrical outlet to accommodate free standing open air cooler ASAP. Please contact Cindy 250 217-2807 or John 250 415-5425 ,Self-Service,,10-12-2023 15:25,3,SELF_FUNDED,09-06-2023 13:49,Updated
09-01-2023,8:38 AM PDT,385244,Jamie Cassels Centre,1,B126,Repair,Equipment,Closed,3- Routine,Mechanical - Refrigeration,11/14/2023 8:17 AM,The Dairy fridge #3 at Mystic market kitchen is leaking water that is coming out beneath the flooring. ,Self-Service,,10/13/2023 8:38 AM,1,SELF_FUNDED,11/14/2023 8:16:00 AM,Check for water ok.
09-01-2023,8:43 AM PDT,385245,Jamie Cassels Centre,1,B126,Repair,Equipment,Closed,3- Routine,Mechanical - Refrigeration,09-01-2023 13:46,The Dairy fridge #3 at Mystic market kitchen is leaking water that is coming out beneath the flooring.   PLEASE SEE CHRIS BAILEY HE WANTS TO TALK TO YOU.,Self-Service,,10/13/2023 8:43 AM,0,SELF_FUNDED,09-01-2023 13:46,duplicate assigned to Shawn Hadlland
09-01-2023,11:23 AM PDT,385269,Cheko'nien House,1,127,Repair,Equipment,Closed,3- Routine,Mechanical - Refrigeration,09-08-2023 09:18,911  Under counter cooler in greens running at 14C,Self-Service,,10/13/2023 11:23 AM,1,SELF_FUNDED,09-08-2023 09:18,This cooler looks to be low on charge.    This cooler will be looked at by private contractor because its cover under Warranty until Nov 2024
09-05-2023,7:54 AM PDT,386508,Cheko'nien House,1,135,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,09-06-2023 13:42,"Hi,  One of our staff pulled the retractable hose in the kitchen to far and now it doesn't retract.  could we have this fixed.  Thanks  Tony ",Self-Service,,10/17/2023 7:54 AM,1,SELF_FUNDED,09-06-2023 13:41,Work Completed
09-05-2023,9:03 AM PDT,386526,Cheko'nien House,2,238,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,09-05-2023 16:57,Womens staff shower drain is plugged.,Self-Service,,10/17/2023 9:03 AM,10,SELF_FUNDED,09-05-2023 16:57,Updated
09-06-2023,9:46 AM PDT,386688,Fine Arts Building,1,101,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,09-07-2023 09:24,There are two hanging lights above the serving counter area that are out.,Self-Service,,10/18/2023 9:46 AM,0.5,SELF_FUNDED,09-07-2023 09:24,Updated
09-06-2023,11:16 AM PDT,386708,Jamie Cassels Centre,1,B115B,Repair,Electrical,Closed,3- Routine,Electrical,09-07-2023 11:12,"Hello  Sign company is done installing the pickle and spice sign, can we please get someone to turn the power back on.  See Deanna or Chris  ",Self-Service,,10/18/2023 11:16 AM,0.5,SELF_FUNDED,09-07-2023 11:12,Updated
09-06-2023,12:09 PM PDT,386715,Jamie Cassels Centre,1,B116,Repair,Electrical,Work Complete,3- Routine,Electrical,,Microwave outlet in seating area Mystic.  L1WC12 is the receptacle number.  ,Self-Service,,10/18/2023 12:09 PM,0.5,SELF_FUNDED,09-06-2023 14:09,Work Completed
09-06-2023,1:11 PM PDT,386726,Cheko'nien House,1,S5,Repair,Doors / Locks / Keys,Closed,2 - High,Carpentry,9/19/2023 11:52 AM,Rear doorway Stairwell #5 is not allowing some staff members to use their one card to access building.,Self-Service,,09-08-2023 13:11,1.75,SELF_FUNDED,9/19/2023 11:52:00 AM,"Completed, broken electric strike latch replaced and D Pull handle added for easier opening as original handle had broken"
09-06-2023,6:29 PM PDT,386761,Engineering Lab Wing,1,101,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,09-08-2023 14:00,"There is no hot water on to the sinks in Nibbles and Bytes Cafe in ELW.  Please turn her hot water on, Tricia is the cashier in Nibbles, please let her know when it is operational again.  Thank you.",Self-Service,,10/19/2023 7:30 AM,2,SELF_FUNDED,09-08-2023 14:00,Updated
09-07-2023,1:43 PM PDT,386863,Engineering Lab Wing,1,101,Repair,Plumbing and Fixtures,Closed,3- Routine,Mechanical - Buildings,09-08-2023 15:33,"No Hot Water     Parent     Plumbing 386761  There is no hot water on to the sinks in Nibbles and Bytes Cafe in ELW.  Please turn her hot water on, Tricia is the cashier in Nibbles, please let her know when it is operational again.  Thank you.    Mechanical   to fix leaking domestic hot re circ pump in ELW boiler room at the heat exchanger .     Thanks   Garrett  ",Self-Service,,10/19/2023 1:43 PM,3,SELF_FUNDED,09-08-2023 11:17,work complete
09-07-2023,1:44 PM PDT,386864,Engineering Lab Wing,1,101,Repair,Plumbing and Fixtures,Closed - Admin,3- Routine,ADMIN,9/15/2023 8:43 AM,"No Hot Water     Parent     Plumbing 386761  There is no hot water on to the sinks in Nibbles and Bytes Cafe in ELW.  Please turn her hot water on, Tricia is the cashier in Nibbles, please let her know when it is operational again.  Thank you.    Mechanical 386863  to fix leaking domestic hot re circ pump in ELW boiler room at the heat exchanger .     Thanks   Garrett  ",Self-Service,,10/19/2023 1:44 PM,0,SELF_FUNDED,9/15/2023 8:43:00 AM,Parent W/O closed following child completion
09-08-2023,5:38 PM PDT,386958,Fine Arts Building,1,102,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,9/28/2023 3:11 PM,"Hello,    The ARTs Cafe has water dripping under the sink closest to the coffee makers.  Hours of operation are Mon-Fri 9-2, staff there 830am-230pm Mon-Fri.  Thank you for checking into this.  Jeannie",Self-Service,,10/23/2023 7:30 AM,2,SELF_FUNDED,9/28/2023 3:11:00 PM,Updated
09-09-2023,10:34 AM PDT,386966,Cheko'nien House,1,112,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,9/26/2023 7:18 AM,"Cove - 1st floor bathrooms, the gender neutral bathroom next to the shower is out of order; the sensor and the flush button are not working.   Please contact Cindy 250 217-2807 or John 250 415-5425 or Supervisor on duty",Self-Service,,10/23/2023 12:00 AM,1,SELF_FUNDED,9/25/2023 9:01:00 AM,Updated
09-10-2023,9:47 AM PDT,386971,Cheko'nien House,1,135,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,09-11-2023 13:06,"Good morning,  The blue hose next to the induction burners has been pulled past the yellow tape line again and will not retract.  Thank you for your haste in this repair and have a great day.",Self-Service,,10/23/2023 12:00 AM,1,SELF_FUNDED,09-11-2023 13:06,Work Completed
09-10-2023,10:02 AM PDT,386972,Cheko'nien House,1,135,Repair,Electrical,Closed,3- Routine,Electrical,09-11-2023 10:23,"Good morning,  There is an electrical outlet on the Stir Fry station that has the ground prong of a plug broken off in it. Nothing can be plugged in.  Thank you for your haste in this repair and have a great day.",Self-Service,,10/23/2023 12:00 AM,0.5,SELF_FUNDED,09-11-2023 10:21,Updated
09-10-2023,10:11 AM PDT,386973,Cheko'nien House,1,135A,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,9/19/2023 11:46 AM,Key card reader is not mounted correctly. Starting to fall off the wall. Outside Sous Chef office.,Self-Service,,10/23/2023 12:00 AM,0.75,SELF_FUNDED,9/19/2023 11:44:00 AM,"Completed, replaced damaged card reader"
09-10-2023,10:16 AM PDT,386974,Cheko'nien House,1,135,Repair,Electrical,Closed,3- Routine,Electrical,09-11-2023 10:20,Ground prong is broken off on the hot box (sham),Self-Service,,10/23/2023 12:00 AM,0,SELF_FUNDED,09-11-2023 10:21,Updated
09-11-2023,10:30 AM PDT,387012,Cheko'nien House,1,135,Repair,Equipment,Closed - Incomplete,3- Routine,Mechanical - Buildings,09-11-2023 15:40,"Hi   The pump that adds the lubricant and soap to clean the conveyor is not working, can you have someone look at it.    Thanks    Tony ",Self-Service,,10/23/2023 10:30 AM,0,SELF_FUNDED,,
09-11-2023,1:20 PM PDT,387046,Cheko'nien House,1,112,Repair,Plumbing and Fixtures,Closed,3- Routine,Electrical,09-12-2023 08:28,"Cove Bathroom    Parent     Plumbing 386966  Cove - 1st floor bathrooms, the gender neutral bathroom next to the shower is out of order; the sensor and the flush button are not working.   Please contact Cindy 250 217-2807 or John 250 415-5425 or Supervisor on duty    Electrical   No electricity going to flush valve  see Byron for questions",Self-Service,,10/23/2023 1:20 PM,3,SELF_FUNDED,09-12-2023 08:28,Updated
09-11-2023,1:21 PM PDT,387047,Cheko'nien House,1,112,Repair,Plumbing and Fixtures,Open,3- Routine,ADMIN,,"Cove Bathroom    Parent     Plumbing 386966  Cove - 1st floor bathrooms, the gender neutral bathroom next to the shower is out of order; the sensor and the flush button are not working.   Please contact Cindy 250 217-2807 or John 250 415-5425 or Supervisor on duty    Electrical 387046  No electricity going to flush valve  see Byron for questions",Self-Service,,10/23/2023 1:21 PM,0,SELF_FUNDED,,
09-11-2023,4:07 PM PDT,387083,Engineering Lab Wing,1,101,Repair,Equipment,Closed,3- Routine,Mechanical - Refrigeration,9/19/2023 9:32 AM,"Nibbles and Bytes large Sandwich Display fridge is running very, very cold, cashier said this happened last 2 years and it just needs a slight temperature adjustment.  Thank you for checking into this.  ",Self-Service,,10/24/2023 7:30 AM,1,SELF_FUNDED,9/19/2023 9:32:00 AM,Updated
9/14/2023,6:57 AM PDT,387288,Cheko'nien House,2,S2,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,9/14/2023 9:55 AM,Hi  there is a small leak coming from the second-floor celling and dripping on the floor on L 1. this is the second time this leak has happened; can we have someone came and fix this.  Thanks  Tony,Self-Service,,10/26/2023 6:57 AM,1.08,SELF_FUNDED,9/14/2023 9:55:00 AM,Updated
9/14/2023,8:27 AM PDT,387292,Cheko'nien House,1,135,Repair,Equipment,Open,3- Routine,Mechanical - Refrigeration,,Warmer in kitchen is not heating up.  Thermostat may be broken.,Self-Service,,10/26/2023 8:27 AM,0,SELF_FUNDED,,
9/14/2023,1:46 PM PDT,387353,Cheko'nien House,1,S5,Repair,Plumbing and Fixtures,Assigned To Tech,3- Routine,Mechanical - Refrigeration,,"Hi   we have an ice machine next to the stair well 5 that has a rubber stoper that keeps falling off, the part is in my office it will need to be silicone into place. The ice machine in the Sngequ House also has the same problem and will need to be silicone in place as well.   Thanks  Tony  ",Self-Service,,10/26/2023 1:46 PM,1.5,SELF_FUNDED,,
9/17/2023,11:03 AM PDT,387470,Cheko'nien House,1,135,Repair,Equipment,Closed,3- Routine,Plumbing,9/18/2023 3:13 PM,"Hello,  The hose in the main kitchen has been pulled too far again and will not retract.   Thank you in advance for your haste in this repair and have a great day.",Self-Service,,10/30/2023 12:00 AM,1,SELF_FUNDED,9/18/2023 1:42:00 PM,Work Completed
9/17/2023,2:15 PM PDT,387471,Cheko'nien House,1,101F,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,9/26/2023 10:40 AM,Exterior door on the left hand side is not closing on its own. Its the automatic door. It currently just stays open and we have to manually shut it and lock it.,Self-Service,,10/30/2023 12:00 AM,0,SELF_FUNDED,9/26/2023 10:40:00 AM,DOUBLE WORK ORDER.
9/18/2023,7:06 AM PDT,387476,Cheko'nien House,1,101F,Repair,Doors / Locks / Keys,Reviewed,3- Routine,Carpentry - Supervisor ,,"Hi    The exterior door will not close once you open it, can we have someone come by and fix it.  Thanks  Tony",Self-Service,,10/30/2023 7:06 AM,0.5,SELF_FUNDED,,
9/18/2023,7:13 AM PDT,387477,Cheko'nien House,1,135,Repair,Electrical,Closed,3- Routine,Mechanical - Refrigeration,9/19/2023 9:23 AM,"Hi,  This could still be under warranty.  The temperature gauge on the proffer is not showing an accurate temperature, please repair.  Tony   ",Self-Service,,10/30/2023 7:13 AM,1,SELF_FUNDED,9/19/2023 9:23:00 AM,Updated
9/18/2023,11:53 AM PDT,387552,Mearns Centre / McPherson Library,1,110,Repair,Other,Work Complete,3- Routine,Paint,,Safety concern-Seating in Library in front of Biblio has a tile sitting askew in the ceiling.  please see attached pic.,Self-Service,,10/30/2023 11:53 AM,0.02,SELF_FUNDED,11-02-2023 15:17,Work Completed
9/19/2023,9:13 AM PDT,387630,Cheko'nien House,1,136,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,9/19/2023 11:16 AM,Hi   Could we have this retractable hose fixed again. sorry :(   Tony ,Self-Service,,10/31/2023 9:13 AM,0.02,SELF_FUNDED,9/19/2023 11:16:00 AM,Work Completed
9/19/2023,9:19 AM PDT,387632,Sngequ House,2, General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/24/2023 3:24 PM,"Paint has been stained, looks like coffee splash marks however will not clean off. pic attached  area will need to be touched up. please connect with Rishi 250-721-8095/250-638-7845",Self-Service,,10/31/2023 9:19 AM,1,SELF_FUNDED,9/20/2023 2:16:00 PM,Work Completed
9/21/2023,9:13 AM PDT,387830,Jamie Cassels Centre,1,B138,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,9/25/2023 11:20 AM,Hi  We have several leaks in the mystic dish room.  1. The sink closest to the dish machine is leaking from near the top of the drain pipe.  2. The sprayer hose on the 3 sink is leaking from around the edge of the spray head.  3. The dish machine booster is leaking....again...Greg said there is a seal that needs replacing.,Self-Service,,11-02-2023 09:13,4.5,SELF_FUNDED,9/25/2023 11:20:00 AM,Updated
9/25/2023,8:21 AM PDT,387995,Cheko'nien House,1,101J,Repair,Electrical,Closed,3- Routine,Electrical,9/26/2023 2:24 PM,Hi  The cord for Loading Bay 3 hydraulic lift has a couple of cuts on the outer cord that needs some electrician's tape. And the the controls for loading Bay 1 needs to be tightened.  Tony  ,Self-Service,,11-06-2023 08:21,3.5,SELF_FUNDED,9/26/2023 2:24:00 PM,Updated
9/25/2023,9:45 AM PDT,388005,Fine Arts Building,1,101,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,9/26/2023 9:45 AM,The light fixture inside the display case at Art's place has fallen off.,Self-Service,,11-06-2023 09:45,0.5,SELF_FUNDED,9/26/2023 9:45:00 AM,Updated
9/25/2023,12:14 PM PDT,388044,Bob Wright Centre,1,B138,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,9/26/2023 7:17 AM,The spout on triple sink at ScI cafe has come off.,Self-Service,,11-06-2023 12:14,1,SELF_FUNDED,9/25/2023 2:35:00 PM,Updated
9/25/2023,3:46 PM PDT,388084,Sngequ House,1,160,Repair,Elevator Service Call,Closed,3- Routine,Resource Coordinators,10-04-2023 11:53,The freight elevator in the kitchen is currently out of order. Your immediate assistance would be greatly appreciated. Thank you.,Self-Service,EQU016360,11-06-2023 15:46,0,SELF_FUNDED,10-04-2023 11:53,Status has been changed to ''Closed''.
9/28/2023,7:21 AM PDT,388277,Cheko'nien House,2,236,Repair,Equipment,Closed,3- Routine,Carpentry,10-04-2023 07:39,Hi   The blinds in the men's washroom will not close.  Tony,Self-Service,,11-09-2023 07:21,1,SELF_FUNDED,10-04-2023 07:39,Status has been changed to ''Closed''.
9/28/2023,10:16 AM PDT,388293,Cheko'nien House,1,101E,Repair,Doors / Locks / Keys,Closed - Incomplete,3- Routine,Carpentry,9/29/2023 11:27 AM,"Exterior Doors by Port Coffee- weather stripping has come off the side of the door, door does not lock. CSEC had to attend in order to secure it on Tues and Wed.  please see Cove supervisors for specific door.  ",Self-Service,,11-09-2023 10:16,0,SELF_FUNDED,,
9/29/2023,3:58 PM PDT,388441,MacLaurin Building,1,A136A,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,10/20/2023 7:05 AM,Macs-grease trap is very smelly. please check to see if needs cleaning earlier than normally scheduled.,Self-Service,EQU001146,11-10-2023 15:58,0,SELF_FUNDED,10/20/2023 7:04:00 AM,Grease trap has been cleaned
10-07-2023,1:42 PM PDT,389783,Cheko'nien House,1,130,Repair,Equipment,Closed - Incomplete,3- Routine,Mechanical - Refrigeration,10-10-2023 15:15,"Cove Dish Machine - part of conveyor broken off. Please see Supervisor on duty, Cindy 250 217-2807, John 250 415-5425 or Chef Tony 250 888-0931 for parts.",Self-Service,,11/20/2023 12:00 AM,0,SELF_FUNDED,,
10-07-2023,1:47 PM PDT,389784,Cheko'nien House,1,101F,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,10-12-2023 08:50,"Cove Accessibility Door - exterior door button not working. Ring Road side.  Please see Supervisor on duty, Cindy 250 217-2807 or John 250 415- 5425",Self-Service,,11/20/2023 12:00 AM,0.75,SELF_FUNDED,10-12-2023 08:50,"Completed, arm was partially disconnected from door. Re-attached arm and working"
10-07-2023,8:02 PM PDT,389785,Cheko'nien House,1,135,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/26/2023 4:45 PM,Cove kitchen-baseboard has come off. located underneath the catering event board.   please see supervisor or Sous Chef on duty. see picture attached,Self-Service,,11/20/2023 12:00 AM,3.5,SELF_FUNDED,10/24/2023 9:35:00 AM,Work Completed
10-08-2023,3:11 PM PDT,389789,Cheko'nien House,1,130,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,10-10-2023 15:07,The sprayer nozzle connected to our white hose in the dish room (space 130) continues to come loose and detach from the clamp. May need new clamp to secure the sprayer nozzle. Please contact John Goldsmith 2504155425 or Cindy Rainy 2502172807,Self-Service,,11/20/2023 12:00 AM,1,SELF_FUNDED,10-10-2023 15:02,Work Completed
10-11-2023,10:48 AM PDT,389979,Cheko'nien House,1,101H,Repair,Electrical,Closed,3- Routine,Electrical,10-11-2023 11:28,"Good morning,  There is a plug in the back hallway that does not work (labelled as ''2N1C-54'').  Thank you for your haste in this repair and have a great day.",Self-Service,,11/22/2023 10:48 AM,0.5,SELF_FUNDED,10-11-2023 11:28,Updated
10/17/2023,6:26 AM PDT,390424,Cheko'nien House,1,155,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,10/17/2023 2:08 PM,"Hi   The second door to the storeroom won't open because the pin has disconnected. this is the second time this has happened, please have some one come and fix it ASAP.  Thanks  Tony ",Self-Service,,11/28/2023 6:26 AM,1.5,SELF_FUNDED,10/17/2023 2:08:00 PM,work complete.    door is being struck by carts often shaking the pin off overtime. pin re-attached.    reducing the number of impacts will prevent this from happening
10/21/2023,11:55 AM PDT,390770,Cheko'nien House,1, General,Repair,Other,Closed,3- Routine,Plumbing,10/23/2023 3:05 PM,"Hello,  Someone pulled the kitchen cleaning hose past the yellow tape line again so it will not contract back into its container.  Please send someone on Monday to get it back in. Any Sous Chef will be able to direct if there is questions.  Thank you,  Michael",Self-Service,,12-04-2023 00:00,0,SELF_FUNDED,10/23/2023 3:05:00 PM,Status has been changed to ''Closed''.
10/22/2023,1:24 PM PDT,390779,Cheko'nien House,1,135,Repair,Equipment,Closed,3- Routine,Plumbing,10/23/2023 3:04 PM,"Good morning,  The hose in the main kitchen has been pulled past the yellow line again and will not retract.  Thank you for your haste in this repair and have a great day.",Self-Service,,12-04-2023 00:00,0.5,SELF_FUNDED,10/23/2023 3:03:00 PM,Went to find hose and repair found all hose rolled up properly
10/23/2023,12:30 PM PDT,390844,Sngequ House,2,243,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,10/25/2023 10:43 AM,I would like to request a repair for the door in Meeting Room A. The bolt has come off and it is not closing or retracting back to its normal position.  ,Self-Service,,12-04-2023 12:30,0,GEN_MAINT,10/25/2023 10:43:00 AM,Completed under warranty
10/28/2023,4:02 PM PDT,391309,Cheko'nien House,1,101E,Repair,Doors / Locks / Keys,Closed,1 - Urgent,Carpentry,10/30/2023 2:55 PM,****URGENT***Left side exterior door (from inside) is not locking properly as there is a loose piece hanging from the top of the door. Please see Supervisor on duty or contact Cindy 250 217-2807 or John 250 415-5425,Self-Service,,10/31/2023 12:00 AM,1.25,SELF_FUNDED,10/30/2023 12:19:00 PM,"work complete.    looks like someone grabbed the roller catch on the passive door breaking it. located parts, reattached hinge and catch, tested door function."
11-07-2023,12:13 PM PST,392711,Engineering Lab Wing,1,A141,Repair,Equipment,Open,3- Routine,Mechanical - Refrigeration,,The under counter fridge under the fax machine at Nibbles is making really loud noises every 15 min.    Can someone please look at it soon as customers are commenting on the noise as well.   Hours of op are 9am-2pm Mon-Fri.  Thank you.,Self-Service,,12/19/2023 12:13 PM,0,SELF_FUNDED,,
11/29/2023,12:16 PM PST,395342,MacLaurin Building,1,A136,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,11/30/2023 10:34 AM,the outside door on the south side of Macs' bistro is not closing properly,Self-Service,,01-10-2024 12:16,1.5,SELF_FUNDED,11/30/2023 10:34:00 AM,work complete.
12-07-2023,9:05 AM PST,397667,Jamie Cassels Centre,1,B136,Repair,Vehicle,Open,3- Routine,Mechanical – Vehicles ,,"Morning  #75 gator is in need for repair. breaks, emergency brake( real bad. and the lifts on the front window.  last day of use is Dec 8th until Jan. 5  thank you Chris",Self-Service,,1/18/2024 9:05 AM,0,SELF_FUNDED,,
12-11-2023,9:59 AM PST,397839,Jamie Cassels Centre,1,B115D,Repair,Electrical,Open,3- Routine,Electrical,,Hello  Can we please a formal ''letter'' of how many Amps in total are available at the Treks Kiosk . we are looking for this as far as any future projects with this area.  Please see Chris Bailey if needed  Thank you Chris,Self-Service,,1/22/2024 9:59 AM,0,SELF_FUNDED,,
12/13/2023,2:31 PM PST,397998,Cheko'nien House,1,135,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,12/13/2023 3:53 PM,"Need a replacement handle on the retractable hose, service line in front on the ovens ",Self-Service,,1/24/2024 2:31 PM,1,SELF_FUNDED,12/13/2023 3:53:00 PM,Work Completed
01-06-2023,3:46 PM PST,362527,Jamie Cassels Centre,3,_General,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,01-10-2023 09:07,"Some more of the PAR 56’s have given up in the Auditorium, including some over the stage (lift not required). Please let us know when you are coming and we will make sure the stage is clear.",Self-Service,,2/17/2023 3:46 PM,3,GEN_MAINT,01-10-2023 09:07,Updated
1/21/2023,10:56 AM PST,364550,Jamie Cassels Centre,3,_General,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,1/24/2023 8:11 AM,"Some more of the PAR 56’s have given up in the Auditorium, including some over the stage (lift not required). Please let us know when you are coming and we will make sure the stage is clear.",Self-Service,,03-06-2023 07:30,3,GEN_MAINT,1/24/2023 8:11:00 AM,Updated
1/21/2023,11:00 AM PST,364551,Jamie Cassels Centre,1,B101E,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,1/27/2023 3:25 PM,"The 4th individual door from the Coat Check has had it's arm fail again, and needs repair. (B101 to/from B101E)",Self-Service,,03-06-2023 07:30,1.5,GEN_MAINT,1/27/2023 1:00:00 PM,"Completed, worn out parts have been replaced and door tested that it holds open."
1/26/2023,11:24 AM PST,364966,Jamie Cassels Centre,1,B101,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,1/26/2023 12:31 PM,re: The water fountain / bottle fill station in JCC B101 (right next to B109). The bottle fill portion is dispensing hot water. Seems that started ''a few weeks ago''. Could we get  it dispensing cold water again?,Self-Service,,03-09-2023 11:24,0.5,GEN_MAINT,1/26/2023 12:31:00 PM,Updated
1/26/2023,11:37 AM PST,364968,Jamie Cassels Centre,0,A010,Repair,Doors / Locks / Keys,Closed,3- Routine,Paint,3/22/2023 9:14 AM,"The automatic door from A010 (Parkade) to A001 (Elevator/S2) has a couple of issues.  1. The bottom glass panel has been kicked(?) and the glass has shattered (happened last September), and should probably be replaced.   2. The same door does not open when the open-button is pushed (it tries to open but stays latched just enough to not-open).",Self-Service,,03-09-2023 11:37,4,GEN_MAINT,03-11-2023 14:27,Work complete. Invoice submitted.
02-09-2023,2:17 PM PST,367043,Jamie Cassels Centre,3,_General,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,02-10-2023 07:42,We have two of the PAR 56's out. One over the house (catwalk accessible). One over the stage (Lift Required),Self-Service,,3/23/2023 2:17 PM,2,GEN_MAINT,02-10-2023 07:42,Updated
2/21/2023,9:05 AM PST,367758,Jamie Cassels Centre,0,B040,Repair,"Heating, Ventilation, Air Conditioning",Closed,3- Routine,Mechanical - Buildings,2/21/2023 3:47 PM,"There is a loud, high-pitched, bad noise coming from the HVAC room backstage (UVC B040).",Self-Service,,04-04-2023 09:05,1,GEN_MAINT,2/21/2023 3:47:00 PM,Replaced bearing bracket.
2/27/2023,10:07 AM PST,368322,Jamie Cassels Centre,3,_General,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,03-01-2023 08:49,"We have some (2) PAR56's out over the stage (lift required). There is also a light out in B101K (Fire Escape)     Venue available all day Tuesday, Feb 28th.",Self-Service,,04-10-2023 10:07,2.5,GEN_MAINT,03-01-2023 08:49,Updated
03-10-2023,10:02 AM PST,370289,Jamie Cassels Centre,_General,_General,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,3/14/2023 9:22 AM,The downstage centre right PAR56 (over the stage) is intermittent (ceramic issue?) and needs some help. Monday - Thursday mornings next week are open ... and the guys just told me that another PAR56 in the House is out (sorry).,Self-Service,,4/21/2023 10:02 AM,2,GEN_MAINT,3/14/2023 9:22:00 AM,Updated
3/20/2023,9:15 AM PDT,370823,Jamie Cassels Centre,3,_General,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,3/22/2023 6:51 AM,We have a PAR56 out over the main floor audience chamber.,Self-Service,,05-01-2023 09:15,1,GEN_MAINT,3/22/2023 6:51:00 AM,Updated
